word,ci_lower,ci_upper,mean,n,gender_bias
curls (like hair),3.857142857142857,4.571428571428571,4.214285714285714,14,f
curly,2.933333333333333,3.933333333333333,3.466666666666667,15,neither
custard,2.8333333333333335,4.002083333333331,3.5,12,neither
customers,2.642857142857143,3,2.857142857142857,14,neither
cut,2.142857142857143,2.6446428571428555,2.4285714285714284,14,m
cute,4.285714285714286,4.928571428571429,4.642857142857143,14,f
dad,1,1.6666666666666667,1.2666666666666666,15,m
daddy,1,2,1.3571428571428572,14,m
daisies,4.066666666666666,4.733333333333333,4.4,15,f
dame,4.615384615384615,5,4.846153846153846,13,f
dance,3.4166666666666665,4.416666666666667,3.9166666666666665,12,f
danced,3.8,4.4,4.1,10,f
dancer,4.076923076923077,4.6923076923076925,4.384615384615385,13,f
dancing,3.357142857142857,4.285714285714286,3.857142857142857,14,f
danger,1.8571428571428572,2.5714285714285716,2.2142857142857144,14,m
dare,2.0714285714285716,2.7857142857142856,2.4285714285714284,14,m
dark,1.5333333333333334,2.466666666666667,2,15,m
darling,4.285714285714286,4.857142857142857,4.571428571428571,14,f
dashed,2.1538461538461537,3.3846153846153846,2.769230769230769,13,neither
David,1,1.5294117647058822,1.2352941176470589,17,m
Dawson,1.1333333333333333,1.9333333333333333,1.4666666666666666,15,m
day,2.8,3.5,3.2,10,neither
days,2.8125,3.3125,3.0625,16,neither
dead,2.1666666666666665,2.9166666666666665,2.5833333333333335,12,m
deal,2.1785714285714284,3.0357142857142856,2.607142857142857,14,neither
dear,4.357142857142857,4.857142857142857,4.642857142857143,14,f
dearest,4.357142857142857,4.857142857142857,4.642857142857143,14,f
decided,2.25,2.9390624999999986,2.625,16,m
decker,2.1333333333333333,2.8666666666666667,2.533333333333333,15,m
declared,2.5384615384615383,3.1538461538461537,2.8461538461538463,13,neither
deeds,2.3846153846153846,3.230769230769231,2.769230769230769,13,neither
deep,2.625,3.4375,3,16,neither
deer,3,4.214285714285714,3.642857142857143,14,f
delicious,3.4166666666666665,4.25,3.8333333333333335,12,f
delight,3.4285714285714284,4.357142857142857,3.9285714285714284,14,f
delighted,3.5,4.285714285714286,3.9285714285714284,14,f
delivery,2.4615384615384617,3.230769230769231,2.8461538461538463,13,neither
demanded,2,2.764705882352941,2.3529411764705883,17,m
den,2.3076923076923075,2.8461538461538463,2.6153846153846154,13,m
dentist,2.2,2.7333333333333334,2.466666666666667,15,m
department,2.4615384615384617,3.1538461538461537,2.8461538461538463,13,neither
derby,1.9979166666666686,2.6666666666666665,2.3333333333333335,12,m
desert,2.642857142857143,3.357142857142857,3,14,neither
desk,2.3553571428571445,2.9285714285714284,2.642857142857143,14,m
dessert,3.357142857142857,3.857142857142857,3.642857142857143,14,f
diamond,3.4650000000000016,4.133333333333334,3.8,15,f
diaper,3.3076923076923075,3.923076923076923,3.6153846153846154,13,f
dibble,3.076923076923077,3.769230769230769,3.3846153846153846,13,f
did,2.5833333333333335,3,2.8333333333333335,12,neither
die (cease to live),2.642857142857143,3,2.857142857142857,14,neither
different,2.5833333333333335,3,2.8333333333333335,12,neither
difficult,2.2857142857142856,3,2.642857142857143,14,neither
dig,1.6428571428571428,2.2142857142857144,1.9285714285714286,14,m
digger,1.9285714285714286,2.9285714285714284,2.4285714285714284,14,m
digging,2.2857142857142856,2.9285714285714284,2.5714285714285716,14,m
Dingo,1.6153846153846154,2.3846153846153846,2,13,m
dinner,2.8,3.7333333333333334,3.2666666666666666,15,neither
dinosaur,1.7333333333333334,2.3333333333333335,2.066666666666667,15,m
dinosaurs,1.7673076923076938,2.3846153846153846,2.076923076923077,13,m
direction,2.588235294117647,3.1176470588235294,2.8823529411764706,17,neither
dirt,1.8,2.4,2.1333333333333333,15,m
disappeared,3,3.4,3.2,15,f
discouraged,2.4979166666666686,3.4166666666666665,2.9166666666666665,12,neither
discovered,2.3846153846153846,2.8461538461538463,2.6153846153846154,13,m
dish (plate),3.4615384615384617,4.384615384615385,3.923076923076923,13,f
distance,2.5714285714285716,3,2.7857142857142856,14,neither
disturb,1.9285714285714286,2.642857142857143,2.2857142857142856,14,m
ditch,2.533333333333333,3.1333333333333333,2.8666666666666667,15,neither
ditty,3.3076923076923075,4,3.6153846153846154,13,f
do,2.531666666666668,3.1333333333333333,2.8,15,neither
doctor,1.6153846153846154,2.230769230769231,1.9230769230769231,13,m
does,2.7857142857142856,3,2.9285714285714284,14,neither
dog,1.75,2.6666666666666665,2.25,12,m
dogs,2,2.533333333333333,2.2666666666666666,15,m
doing,2.769230769230769,3,2.923076923076923,13,neither
dollar,2.3076923076923075,3.3846153846153846,2.8461538461538463,13,neither
dolls,4.285714285714286,4.928571428571429,4.642857142857143,14,f
done,2.5714285714285716,3,2.7857142857142856,14,neither
donkey,1.8571428571428572,2.5714285714285716,2.2142857142857144,14,m
door,2.3333333333333335,2.8666666666666667,2.6,15,m
doors,2.642857142857143,3,2.857142857142857,14,neither
doorway,2.2857142857142856,2.9285714285714284,2.642857142857143,14,m
double,2.7857142857142856,3.357142857142857,3.0714285714285716,14,neither
doughnuts,2.4166666666666665,3.0833333333333335,2.75,12,neither
down,2.4166666666666665,3.1666666666666665,2.8333333333333335,12,neither
downstairs,2.4375,3.125,2.8125,16,neither
dozen,2.769230769230769,3,2.923076923076923,13,neither
dozing,2.2941176470588234,3,2.6470588235294117,17,neither
Dr.,1.6428571428571428,2.5,2.0714285714285716,14,m
dragged,2.8,3.3333333333333335,3.066666666666667,15,neither
dragons,1.4,2.2666666666666666,1.8,15,m
drank,1.8333333333333333,2.6666666666666665,2.3333333333333335,12,m
drapes,3.7857142857142856,4.5,4.142857142857143,14,f
drawing,3.2142857142857144,3.857142857142857,3.5,14,f
dreadful,2.466666666666667,3.2666666666666666,2.933333333333333,15,neither
dream,3.8,4.4,4.1,10,f
dreams,3.1875,4.25,3.6875,16,f
dreary,2.5384615384615383,3.1538461538461537,2.8461538461538463,13,neither
dress,4.785714285714286,5,4.928571428571429,14,f
dressed,3.1666666666666665,4.252083333333331,3.75,12,f
drew,2.6923076923076925,3.4615384615384617,3.076923076923077,13,neither
drink,2.2,2.8,2.533333333333333,15,m
drive,1.8,2.6,2.2,10,m
driver,2,2.533333333333333,2.2666666666666666,15,m
drives,2.2142857142857144,2.9285714285714284,2.5714285714285716,14,m
drop,2.7142857142857144,3.5714285714285716,3.142857142857143,14,neither
dropped,1.8571428571428572,2.5714285714285716,2.2142857142857144,14,m
drum,1.9166666666666667,2.5833333333333335,2.25,12,m
dry,2.2,2.9,2.6,10,m
duchess,4.5,5,4.785714285714286,14,f
duck,2.3333333333333335,3,2.6666666666666665,15,neither
duckling,3.2857142857142856,3.7857142857142856,3.5,14,f
ducky,2.923076923076923,3.5384615384615383,3.230769230769231,13,neither
dug,2.0714285714285716,2.7857142857142856,2.4285714285714284,14,m
duke,1.0588235294117647,1.4705882352941178,1.2352941176470589,17,m
dumb,2.6666666666666665,3,2.8666666666666667,15,neither
dump,2,2.7333333333333334,2.3333333333333335,15,m
dumped,2.6666666666666665,3.3333333333333335,3,12,neither
dumplings,3.0714285714285716,4,3.5714285714285716,14,f
Duncan,1.1,1.8,1.4,10,m
during,2.6666666666666665,3.2666666666666666,3,15,neither
dust,2.3076923076923075,3,2.6923076923076925,13,neither
dusty,2.2142857142857144,3.142857142857143,2.7142857142857144,14,neither
duty,1.6666666666666667,2.3333333333333335,2,15,m
dwell,2.6923076923076925,3.5384615384615383,3.076923076923077,13,neither
each,3,3.357142857142857,3.142857142857143,14,f
eagle,1.9230769230769231,2.6942307692307677,2.3076923076923075,13,m
ear,3,3.8,3.3,10,f
early,3,3.5,3.2,10,f
ears,3,3,3,10,f
earth,2.2142857142857144,3.2142857142857144,2.7142857142857144,14,neither
east,3,3.4285714285714284,3.2142857142857144,14,f
easy,2.6,3.4,3,15,neither
eat,2.6,3,2.8,15,neither
eaten,2.5625,3.0625,2.8125,16,neither
eating,2.6153846153846154,3,2.8461538461538463,13,neither
Ed,1.1428571428571428,1.6428571428571428,1.3571428571428572,14,m
edge,1.9230769230769231,2.769230769230769,2.3846153846153846,13,m
egg,3.4,4.333333333333333,3.8666666666666667,15,f
eggs,3,3.6666666666666665,3.3333333333333335,15,f
eight,2.6,3.2,2.9,10,neither
elbow,2.5294117647058822,2.9411764705882355,2.764705882352941,17,m
electric,2.4,3.066666666666667,2.7333333333333334,15,neither
electricity,2,3,2.5,12,neither
elephant,2.1875,3,2.5625,16,neither
elephants,2.25,2.9375,2.625,16,m
elevator,2.4615384615384617,2.923076923076923,2.6923076923076925,13,m
elizabeth,4.7,5,4.9,10,f
Elmo,1.5,3.2,2.3,10,neither
Eloise,4.3,4.9,4.6,10,f
else,2.8,3.2,3,15,neither
elves,2.7857142857142856,3.7857142857142856,3.2857142857142856,14,neither
Emily,4.7,5,4.9,10,f
Emma,5,5,5,14,f
empty,2.5625,3.0625,2.8125,16,neither
encyclopedias,2.8666666666666667,3.3333333333333335,3.066666666666667,15,neither
end,2.466666666666667,3.2666666666666666,2.8666666666666667,15,neither
ended,2.3076923076923075,3,2.6923076923076925,13,neither
ends,2.6153846153846154,3,2.8461538461538463,13,neither
engine,1.3571428571428572,2.0714285714285716,1.7142857142857142,14,m
english,2.7142857142857144,3.142857142857143,2.9285714285714284,14,neither
enjoy,2.7142857142857144,3.642857142857143,3.2142857142857144,14,neither
enormous,1.8571428571428572,2.5714285714285716,2.2142857142857144,14,m
enough,2.533333333333333,3.466666666666667,3,15,neither
entire,2.769230769230769,3.230769230769231,3,13,neither
escape,2.25,3.0833333333333335,2.6666666666666665,12,neither
especially,2.823529411764706,3.411764705882353,3.1176470588235294,17,neither
eve,4.133333333333334,4.733333333333333,4.466666666666667,15,f
even,3,3.230769230769231,3.076923076923077,13,f
evening,3,3.7857142857142856,3.357142857142857,14,f
ever,3,3,3,14,f
every,2.75,3.25,3,12,neither
everybody,2.75,3.25,3,12,neither
everyone,3,3.230769230769231,3.076923076923077,13,f
everything,3,3,3,13,f
everywhere,2.642857142857143,3,2.857142857142857,14,neither
exactly,2.5,3.25,2.9166666666666665,12,neither
excellent,2,3.3333333333333335,2.6666666666666665,12,neither
except,2.642857142857143,3.2857142857142856,2.9285714285714284,14,neither
exclaimed,3,3.7857142857142856,3.4285714285714284,14,f
excuse,2.9285714285714284,3.7874999999999983,3.357142857142857,14,neither
expect,2.7857142857142856,3.2142857142857144,3,14,neither
explained,3.2,3.7333333333333334,3.466666666666667,15,f
express (fast),2.3529411764705883,2.8823529411764706,2.588235294117647,17,m
extra,2.642857142857143,3.5,3.0714285714285716,14,neither
extremely,2.3333333333333335,2.933333333333333,2.6666666666666665,15,m
eye,2.769230769230769,3.230769230769231,3,13,neither
eyed,2.8461538461538463,3.3076923076923075,3.076923076923077,13,neither
eyes,3.0833333333333335,3.9166666666666665,3.5,12,f
fabulous,3.923076923076923,4.538461538461538,4.230769230769231,13,f
face,3.1333333333333333,3.6666666666666665,3.4,15,f
faces,3,3.4285714285714284,3.2142857142857144,14,f
faint,3.4285714285714284,4.214285714285714,3.7857142857142856,14,f
fair,3.2857142857142856,3.7857142857142856,3.5714285714285716,14,f
fairy,4.214285714285714,4.857142857142857,4.571428571428571,14,f
fall,2.4285714285714284,3.2142857142857144,2.857142857142857,14,neither
fallen,2.625,3.4375,3,16,neither
falling,2.7142857142857144,3.2857142857142856,3,14,neither
falls (tumble),2.8666666666666667,3.533333333333333,3.2,15,neither
family,3.0869565217391304,3.652173913043478,3.347826086956522,23,f
famous,2.9411764705882355,3.411764705882353,3.176470588235294,17,neither
fan,2.6,3.466666666666667,3.066666666666667,15,neither
fancy,3.7479166666666686,4.666666666666667,4.25,12,f
fantastic,3.2857142857142856,4,3.642857142857143,14,f
far,2.4166666666666665,2.9166666666666665,2.6666666666666665,12,m
faraway,3,3.642857142857143,3.2857142857142856,14,f
farmer,1.4650000000000014,2.4,1.8666666666666667,15,m
farther,2.2666666666666666,3.1333333333333333,2.6666666666666665,15,neither
fast,1.9285714285714286,2.5,2.2142857142857144,14,m
faster,2.0714285714285716,2.5,2.2857142857142856,14,m
fat,2.857142857142857,3.9285714285714284,3.357142857142857,14,neither
father,1,1.3333333333333333,1.1333333333333333,15,m
fault,2.5384615384615383,3.1538461538461537,2.8461538461538463,13,neither
favorite,2.8333333333333335,3.5,3.1666666666666665,12,neither
fear,2.5,3,2.8,10,neither
feast,2.3076923076923075,3.230769230769231,2.769230769230769,13,neither
featherlegs,3.357142857142857,4.142857142857143,3.7142857142857144,14,f
feathers,3.357142857142857,4.142857142857143,3.7142857142857144,14,f
fed,2.7857142857142856,3.4285714285714284,3.142857142857143,14,neither
feel,3.2,4.133333333333334,3.6666666666666665,15,f
feeling,3.6,4.2,3.9,10,f
feelings,3.6153846153846154,4.461538461538462,4,13,f
feels,3.7142857142857144,4.285714285714286,4,14,f
feet,2.6,3.2666666666666666,2.933333333333333,15,neither
fell,2.6875,3.1875,2.9375,16,neither
fellow,1.588235294117647,2.2941176470588234,1.9411764705882353,17,m
felt,2.9285714285714284,3.9285714285714284,3.4285714285714284,14,neither
fence,2.1666666666666665,3,2.5833333333333335,12,neither
Ferdinand,1,1.6,1.2,10,m
fetch,2.6,3.2666666666666666,2.933333333333333,15,neither
few,3,3.2142857142857144,3.0714285714285716,14,f
field,2.5714285714285716,3.0732142857142843,2.857142857142857,14,neither
fight,1.0714285714285714,1.6428571428571428,1.3571428571428572,14,m
fighting,1.0833333333333333,1.5833333333333333,1.3333333333333333,12,m
fill,2.357142857142857,3.4285714285714284,2.857142857142857,14,neither
filled,2.8461538461538463,3.4615384615384617,3.1538461538461537,13,neither
finally,2.466666666666667,3.2,2.8666666666666667,15,neither
Finch,2.2,3,2.6,10,neither
find,2.6875,3.125,2.9375,16,neither
fine (as in good),3.075000000000002,3.6942307692307677,3.3846153846153846,13,f
finger,2.8461538461538463,3.230769230769231,3,13,neither
fingers,3.0625,3.625,3.375,16,f
finish,2.5,3.142857142857143,2.857142857142857,14,neither
finished,2.6666666666666665,3.2,2.933333333333333,15,neither
fire,1.75,2.5,2.1666666666666665,12,m
fired,2,2.933333333333333,2.466666666666667,15,m
fireman,1,1.3846153846153846,1.1538461538461537,13,m
first,2.5714285714285716,3.142857142857143,2.857142857142857,14,neither
fish,3.0714285714285716,3.5714285714285716,3.2857142857142856,14,f
fishing,1.8461538461538463,2.3076923076923075,2.076923076923077,13,m
fit,1.8571428571428572,2.7142857142857144,2.2857142857142856,14,m
five,2.7142857142857144,3.142857142857143,2.9285714285714284,14,neither
flag,2.357142857142857,3.0714285714285716,2.7142857142857144,14,neither
flamingo,3.142857142857143,4.142857142857143,3.642857142857143,14,f
flashlight,2.5714285714285716,3,2.7857142857142856,14,neither
flavors,2.923076923076923,3.6153846153846154,3.3076923076923075,13,neither
flea,2.4705882352941178,2.8823529411764706,2.7058823529411766,17,m
flew,3,3.7160714285714267,3.357142857142857,14,f
flies,2.2666666666666666,3.001666666666665,2.6666666666666665,15,neither
flip,2.75,3.25,3,12,neither
flitter,3.9285714285714284,4.642857142857143,4.285714285714286,14,f
floating,3,3.7857142857142856,3.357142857142857,14,f
floor,2.4166666666666665,3.1666666666666665,2.8333333333333335,12,neither
Florence,3.8,4.9,4.4,10,f
flower,4.066666666666666,4.866666666666666,4.533333333333333,15,f
flowers,4.2,4.8,4.5,10,f
fluffy,3.466666666666667,4.266666666666667,3.8666666666666667,15,f
flute (instrument),3.7142857142857144,4.428571428571429,4.071428571428571,14,f
fly (action),2.4,3,2.7,10,neither
fly (insect),2.357142857142857,3.142857142857143,2.7857142857142856,14,neither
flying,2.6,3.4,3,10,neither
folks,2.3,2.9,2.6,10,m
follow,3.5714285714285716,4.142857142857143,3.857142857142857,14,f
followed,2.642857142857143,3.2142857142857144,2.9285714285714284,14,neither
following,2.6923076923076925,3.3076923076923075,3,13,neither
fond,3.769230769230769,4.384615384615385,4.076923076923077,13,f
food,2.8,3.3333333333333335,3.066666666666667,15,neither
fool (idiot),1.5714285714285714,2.357142857142857,2,14,m
fool (trick),2.0833333333333335,3.0833333333333335,2.5833333333333335,12,neither
foot,2.6,3.2,2.9,10,neither
forehead,2.2839285714285733,3.2857142857142856,2.7857142857142856,14,neither
forest,2.0714285714285716,3.0714285714285716,2.5714285714285716,14,neither
forests,2.357142857142857,3.357142857142857,2.857142857142857,14,neither
forever,2.7333333333333334,3.6016666666666652,3.2,15,neither
forget,2.4285714285714284,3.2142857142857144,2.857142857142857,14,neither
forgot,2.7142857142857144,3.2857142857142856,3,14,neither
forgotten,2.857142857142857,3.2857142857142856,3.0714285714285716,14,neither
fork,2.230769230769231,3,2.6153846153846154,13,neither
forlorn,2.8823529411764706,3.588235294117647,3.235294117647059,17,neither
form,2.6666666666666665,3.2,2.933333333333333,15,neither
forth,2.5,3.1446428571428555,2.857142857142857,14,neither
fought,1.4166666666666667,2.1666666666666665,1.75,12,m
found,2.357142857142857,3.0714285714285716,2.7142857142857144,14,neither
four,3,3,3,13,f
fourth,2.7857142857142856,3,2.9285714285714284,14,neither
fox,3,4,3.5,10,f
France,3.2857142857142856,3.9285714285714284,3.5714285714285716,14,f
Frances,2.2,4.1,3.2,10,neither
Francine,4.466666666666667,4.933333333333334,4.733333333333333,15,f
Fred,1,1,1,13,m
free,2.8,3.466666666666667,3.1333333333333333,15,neither
freeze,2.6153846153846154,3,2.8461538461538463,13,neither
freight,1.5,2.5,2,14,m
French,3.2142857142857144,3.9285714285714284,3.5714285714285716,14,f
fresh,4,4.642857142857143,4.285714285714286,14,f
fried,2.0714285714285716,2.857142857142857,2.5,14,m
friend,2.6666666666666665,3.5833333333333335,3.1666666666666665,12,neither
friendly,3.4285714285714284,3.857142857142857,3.642857142857143,14,f
friends,3,3.6,3.2,10,f
frightened,3.2142857142857144,3.857142857142857,3.5,14,f
frisbee,2.9285714285714284,3.5714285714285716,3.2142857142857144,14,neither
frog,1.8333333333333333,2.6666666666666665,2.25,12,m
froggy,2.6,3.4,3,10,neither
front,2.5714285714285716,3.2142857142857144,2.857142857142857,14,neither
frosty,2.8461538461538463,3.923076923076923,3.3846153846153846,13,neither
fruit,3.7142857142857144,4.428571428571429,4.071428571428571,14,f
full,2.0714285714285716,2.85892857142857,2.5,14,m
fun,2.6153846153846154,3.3076923076923075,3,13,neither
funny,2.5,3.2142857142857144,2.857142857142857,14,neither
fur,3.0714285714285716,4.1446428571428555,3.642857142857143,14,f
furious,1.8823529411764706,2.5294117647058822,2.235294117647059,17,m
furniture,2.8650000000000015,3.533333333333333,3.2,15,neither
furry,2.5833333333333335,3.6666666666666665,3.1666666666666665,12,neither
further,2.642857142857143,3.142857142857143,2.857142857142857,14,neither
fuzzy,3.357142857142857,4.214285714285714,3.7857142857142856,14,f
gaily,3.2666666666666666,3.8,3.533333333333333,15,f
gallop,2.5384615384615383,3.1538461538461537,2.8461538461538463,13,neither
game,2.2142857142857144,2.857142857142857,2.5714285714285716,14,m
games,2.4615384615384617,2.923076923076923,2.6923076923076925,13,m
gander,2,3.0714285714285716,2.5714285714285716,14,neither
garbage,2,2.6666666666666665,2.3333333333333335,15,m
garden,3.857142857142857,4.571428571428571,4.214285714285714,14,f
gardens,3.357142857142857,3.9285714285714284,3.642857142857143,14,f
gas,2.142857142857143,3,2.5714285714285716,14,neither
gasped,3.230769230769231,4,3.6153846153846154,13,f
gate,2.2857142857142856,2.857142857142857,2.5714285714285716,14,m
gathered,2.823529411764706,3.2941176470588234,3.0588235294117645,17,neither
gathering,2.933333333333333,3.6666666666666665,3.2666666666666666,15,neither
gave,3,3.4285714285714284,3.2142857142857144,14,f
gazed,3.3333333333333335,4.166666666666667,3.75,12,f
geese,3.0714285714285716,3.7857142857142856,3.4285714285714284,14,f
general,2.142857142857143,2.7857142857142856,2.5,14,m
genius,2,2.7857142857142856,2.4285714285714284,14,m
gentle,3.7333333333333334,4.466666666666667,4.133333333333334,15,f
gentlemen,1,1.6153846153846154,1.2307692307692308,13,m
george,1,1.4166666666666667,1.1666666666666667,12,m
Gerald,1.0750000000000017,1.4615384615384615,1.2307692307692308,13,m
get,2.8333333333333335,3.6666666666666665,3.25,12,neither
gets,2.5625,3.1875,2.875,16,neither
getting,3,3.3,3.1,10,f
ghost,2.642857142857143,3.4285714285714284,3,14,neither
giant,1.5,2,1.8,10,m
gift,3.142857142857143,3.7857142857142856,3.4285714285714284,14,f
gigantic,1.7857142857142858,2.5,2.142857142857143,14,m
giggled,3.6923076923076925,4.461538461538462,4.076923076923077,13,f
Gilly,2.7,4.2,3.5,10,neither
Gino,1.3529411764705883,2.176470588235294,1.7647058823529411,17,m
giraffe,2.8,3.3333333333333335,3.066666666666667,15,neither
girl,4.769230769230769,5,4.923076923076923,13,f
girls,5,5,5,14,f
give,2.8333333333333335,3.8333333333333335,3.3333333333333335,12,neither
gives,3.142857142857143,3.7857142857142856,3.5,14,f
glad,3.142857142857143,3.642857142857143,3.357142857142857,14,f
glance,3.25,4.333333333333333,3.75,12,f
glass,3.2,3.8,3.5,10,f
glasses,2.7142857142857144,3.142857142857143,2.9285714285714284,14,neither
Gloria,5,5,5,14,f
gloves,2.7316666666666682,3.4,3,15,neither
go,2.4166666666666665,3.1666666666666665,2.8333333333333335,12,neither
goat,2.2142857142857144,2.857142857142857,2.5714285714285716,14,m
god,1.6,2.9,2.2,10,m
goes,2.7,3,2.9,10,neither
going,2.6,3.2666666666666666,2.933333333333333,15,neither
gold,2.7142857142857144,3.642857142857143,3.2142857142857144,14,neither
goldbug,2.8461538461538463,3.6153846153846154,3.230769230769231,13,neither
goldfish,2.8461538461538463,3.3076923076923075,3.076923076923077,13,neither
goldilicious,3.9285714285714284,4.642857142857143,4.285714285714286,14,f
gone,2.8,3.4,3.1,10,neither
goo,2.5714285714285716,3.4285714285714284,3,14,neither
good,2.9375,3.6890624999999986,3.3125,16,neither
goodbye,2.9375,3.4375,3.1875,16,neither
goodness,3.142857142857143,3.857142857142857,3.5,14,f
goodnight,3,3.7142857142857144,3.357142857142857,14,f
goose,2.857142857142857,3.642857142857143,3.2142857142857144,14,neither
goosey,2.769230769230769,4.076923076923077,3.4615384615384617,13,neither
gore,1.8235294117647058,2.411764705882353,2.1176470588235294,17,m
gorgeous,3.8666666666666667,4.733333333333333,4.333333333333333,15,f
gorilla,1.4166666666666667,2.5,1.9166666666666667,12,m
got,2.7142857142857144,3.142857142857143,2.9285714285714284,14,neither
gotta,2.357142857142857,2.857142857142857,2.642857142857143,14,m
gotten,2.2857142857142856,3,2.7142857142857144,14,neither
grabbed,1.8666666666666667,2.533333333333333,2.2,15,m
grace,3.933333333333333,4.8,4.4,15,f
gracefully,4,4.615384615384615,4.3076923076923075,13,f
grade,3,3.3846153846153846,3.1538461538461537,13,f
grand,2.2857142857142856,3.2142857142857144,2.7857142857142856,14,neither
grandfather,1,1,1,10,m
grandma,4.785714285714286,5,4.928571428571429,14,f
grapes,3.0714285714285716,3.5714285714285716,3.2857142857142856,14,f
grass,2.5,3.142857142857143,2.857142857142857,14,neither
grassy,3.2142857142857144,3.857142857142857,3.5,14,f
gravel,1.6153846153846154,2.5384615384615383,2.076923076923077,13,m
gray,2.0833333333333335,2.5,2.25,12,m
great,2.533333333333333,3.066666666666667,2.8,15,neither
green,2.5714285714285716,3,2.7857142857142856,14,neither
grew,2.5,3.5,3,14,neither
Griffith,1.3,2.4,1.8,10,m
grin,2.7058823529411766,3.4132352941176456,3.0588235294117645,17,neither
groaned,2.1333333333333333,2.7333333333333334,2.466666666666667,15,m
Grouchy,1.6,2.5,2,10,m
ground,2.5384615384615383,3.076923076923077,2.8461538461538463,13,neither
Grover,1.1,2,1.5,10,m
grow,2.3,3.4024999999999976,2.9,10,neither
growl,1.75,2.5833333333333335,2.1666666666666665,12,m
grown,2.4267857142857157,2.857142857142857,2.642857142857143,14,m
grows,2.4,3.2666666666666666,2.8666666666666667,15,neither
Gruffalo,1.5,2.4024999999999976,2,10,m
grumbled,1.6428571428571428,2.2142857142857144,1.9285714285714286,14,m
grumpy,1.5696428571428587,2.2142857142857144,1.8571428571428572,14,m
guard,1.7333333333333334,2.933333333333333,2.3333333333333335,15,m
guess,2.7857142857142856,3,2.9285714285714284,14,neither
gulped,2.230769230769231,3.001923076923075,2.6153846153846154,13,neither
gum,3.076923076923077,3.5384615384615383,3.3076923076923075,13,f
gun,1.5,2.2142857142857144,1.8571428571428572,14,m
guy,1,1.5714285714285714,1.2857142857142858,14,m
had,2.4166666666666665,2.9166666666666665,2.6666666666666665,12,m
hair,3.0714285714285716,3.9285714285714284,3.5,14,f
hairy,1.4285714285714286,2.142857142857143,1.7857142857142858,14,m
half,2.5833333333333335,3,2.8333333333333335,12,neither
hall,2.4285714285714284,2.9285714285714284,2.7142857142857144,14,m
hand,2.642857142857143,3.5,3.0714285714285716,14,neither
handed,2.4615384615384617,3.3076923076923075,2.8461538461538463,13,neither
hands,2.857142857142857,3.857142857142857,3.357142857142857,14,neither
handsome,1.1176470588235294,1.7058823529411764,1.411764705882353,17,m
handy,1.8666666666666667,2.533333333333333,2.2,15,m
hang,2.1234375000000014,2.8125,2.5,16,m
hanging,2.3333333333333335,2.8333333333333335,2.5833333333333335,12,m
happen,2.7857142857142856,3,2.9285714285714284,14,neither
happened,2.642857142857143,3,2.857142857142857,14,neither
happily,3.9285714285714284,4.5,4.214285714285714,14,f
happy,2.8,3.8,3.3333333333333335,15,neither
hard,1.4,1.9024999999999976,1.7,10,m
harder,1.5,2.3333333333333335,1.9166666666666667,12,m
hardly,2.2857142857142856,2.9285714285714284,2.5714285714285716,14,m
hare,2.5384615384615383,3.4615384615384617,3,13,neither
hark,2.5,3.357142857142857,2.9285714285714284,14,neither
Harold,1,1,1,10,m
Harriet,4.133333333333334,4.866666666666666,4.533333333333333,15,f
Harry,1,2.2,1.4,10,m
has,2.6,3.066666666666667,2.8666666666666667,15,neither
hat,1.8553571428571445,2.642857142857143,2.2142857142857144,14,m
hatch,2.769230769230769,3.769230769230769,3.230769230769231,13,neither
hate,1.7,2.5,2.1,10,m
have,2.7142857142857144,3.142857142857143,2.9285714285714284,14,neither
having,2.6234375000000014,3.1875,2.875,16,neither
hay,1.9333333333333333,3.068333333333332,2.533333333333333,15,neither
he,1,1.2142857142857142,1.0714285714285714,14,m
head,2.4,2.9,2.7,10,m
headed,2.4615384615384617,3.076923076923077,2.769230769230769,13,neither
heads,3,3.230769230769231,3.076923076923077,13,f
hear,2.7,3.3,3,10,neither
heard,2.7857142857142856,3.5,3.142857142857143,14,neither
heart,3.8,4.6,4.2,10,f
heaven,3.142857142857143,3.9285714285714284,3.5,14,f
heavy,1.3571428571428572,2.2142857142857144,1.7857142857142858,14,m
Hector,1,1.6428571428571428,1.2857142857142858,14,m
hedgehog,2.2857142857142856,3,2.642857142857143,14,neither
held,3,3.8333333333333335,3.4166666666666665,12,f
Helen,4.4,4.9,4.7,10,f
hello,3,3.533333333333333,3.2666666666666666,15,f
helmet,1.6153846153846154,2.6153846153846154,2.076923076923077,13,m
help,3.25,3.9375,3.5625,16,f
helped,3.2857142857142856,3.9285714285714284,3.5714285714285716,14,f
helping (in a friendly way),3,3.7711538461538443,3.3846153846153846,13,f
helping (portion),2.6,3.1333333333333333,2.8666666666666667,15,neither
hen,3.6,4.533333333333333,4.133333333333334,15,f
henry,1,1,1,14,m
hens,4.0588235294117645,4.823529411764706,4.470588235294118,17,f
her,5,5,5,14,f
here,2.9285714285714284,3.5,3.2142857142857144,14,neither
heron,3.066666666666667,3.933333333333333,3.466666666666667,15,f
herself,5,5,5,13,f
Hester,1.8333333333333333,3.8333333333333335,2.8333333333333335,12,neither
hey,2.7142857142857144,3.642857142857143,3.142857142857143,14,neither
hi,2.875,3.5625,3.1875,16,neither
