isbn,title,publisher,published_date,publisher_desription,n_pages,category,mean_rating,num_ratings,sale_country,access_country,cover_thumbnail_url,preview_url,title_us
9.78E+12,"Kindergarten, Here I Come!",Penguin,6/14/12,"Get ready for school with these fun poems! This adorable picture book celebrates all the familiar milestones and moments shared by every single kindergartener. Whether it's the first-day-of-school jitters or the hundredth-day-of-school party, every aspect of the kindergarten experience is introduced with a light and funny poem--not to mention charming illustrations.",32,Juvenile Fiction,4.5,2,US,US,http://books.google.com/books/content?id=3yHJpReSO6wC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=3yHJpReSO6wC&printsec=frontcover&dq=isbn:9781101642764&hl=&cd=1&source=gbs_api,"kindergarten, here i come!"
9.78E+12,Ladybug Girl at the Beach,Penguin,5/18/10,"It is preschooler Lulu_Ê_s first time at the beach and she needs to conquer her fear of the ocean in this hardcover picture book from the New York Times bestselling Ladybug Girl series. Lulu has never been to the beach but she knows she is going to love it_Ê_until she sees just how big and loud the ocean is. She and her dog Bingo decide that they will make sandcastles, fly kites, and get ice cream instead of swimming. But then the ocean waves snatch Lulu_Ê_s favorite pail. This is a job for Ladybug Girl! When Lulu is Ladybug Girl, she is brave and nothing can stop her from rescuing her pail _Ê_ and suddenly she is in the ocean and it is fun! This story is the perfect preparation for a first beach vacation, or to explore a new experience with a preschooler. Mama and Papa are never far away while Ladybug Girl builds up her courage and confronts something scary for the first time. For fans of Fancy Nancy and Angelina Ballerina, the Ladybug Girl series honors courage, creativity, and a love of nature!",40,Juvenile Fiction,3.5,9,US,US,http://books.google.com/books/content?id=1ekBkj88uyMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=1ekBkj88uyMC&printsec=frontcover&dq=isbn:9781101654439&hl=&cd=1&source=gbs_api,ladybug girl at the beach
9.78E+12,The Red Balloon,Doubleday Books for Young Readers,2016-05,A small boy follows a red balloon as it drifts around Paris - sometimes just out of reach.,48,JUVENILE FICTION,NA,NA,US,US,http://books.google.com/books/content?id=JXEIDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=JXEIDAAAQBAJ&printsec=frontcover&dq=isbn:9781101935217&hl=&cd=1&source=gbs_api,the red balloon
9.78E+12,Angelina Ice Skates,Penguin,9/6/07,"Illus. in full color. To keep a couple of bullies from ruining their New Year's ice skating ballet, Angelina and her friends invite them to become part of the event. Working together, they create a celebration that is a tremendous success.",32,Juvenile Fiction,4,3,US,US,http://books.google.com/books/content?id=BmdFCQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=BmdFCQAAQBAJ&printsec=frontcover&dq=isbn:9781101997581&hl=&cd=1&source=gbs_api,angelina ice skates
9.78E+12,Make Way for Ducklings,Penguin,2016-03,Mr. and Mrs. Mallard proudly return to their home in the Boston Public Garden with their eight offspring.,68,Juvenile Fiction,4,75,US,US,http://books.google.com/books/content?id=e5htDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=e5htDQAAQBAJ&printsec=frontcover&dq=isbn:9781101997956&hl=&cd=1&source=gbs_api,make way for ducklings
9.78E+12,Guess How Much I Love You,NA,1/1/15,"Sometimes, when you love someone very, very much, you want to find a way of describing how much you treasure them. But, as Little Nutbrown Hare and Big Nutbrown Hare discover, love is not always an easy thing to measure. Now new and exisiting fans can relive this cherished classic with this lavish edition, celebrating two decades of delighting readers since its initial creation.",32,NA,4,41,US,US,http://books.google.com/books/content?id=HJrboQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=HJrboQEACAAJ&dq=isbn:9781406358902&hl=&cd=1&source=gbs_api,guess how much i love you
9.78E+12,Giraffes Can't Dance 20th Anniversary Edition,Orchard Books,5/2/19,"Celebrate the 20th anniversary of much-loved picture book classic, Giraffes Can't Dance, with this special new edition and a super-shiny cover! Gerald the giraffe longs to go to the great Jungle Dance, but how can he join in when he doesn't know how to tango or two-step? Everyone knows that giraffes can't dance ... or can they? A funny, touching and triumphant story about being yourself and finding your own tune, Giraffes Can't Dance has been a family favourite for 20 years. ""All toddlers should grow up reading this"" Daily Mail ""A modern classic"" Baby & Me ""A joyful read about an outsider who finds acceptance on his own terms . . . there's also a simple moral about tolerance and daring to be different"" Junior ""A fantastically funny and wonderfully colourful romp"" Daily Telegraph",32,NA,NA,NA,US,US,http://books.google.com/books/content?id=h4vktgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=h4vktgEACAAJ&dq=isbn:9781408354414&hl=&cd=1&source=gbs_api,giraffes can't dance
9.78E+12,The Pout-Pout Fish,"Farrar, Straus and Giroux (BYR)",3/18/08,"A NEW YORK TIMES BEST SELLER Deep in the water, Mr. Fish swims about With his fish face stuck In a permanent pout. Can his pals cheer him up? Will his pout ever end? Is there something he can learn From an unexpected friend? Swim along with the pout-pout fish as he discovers that being glum and spreading ""dreary wearies"" isn't really his destiny. Bright ocean colors and playful rhyme come together in this fun fish story that's sure to turn even the poutiest of frowns upside down.The Pout-Pout Fish is a 2009 Bank Street - Best Children's Book of the Year.",32,Juvenile Fiction,4,6,US,US,http://books.google.com/books/content?id=00gTAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=00gTAgAAQBAJ&printsec=frontcover&dq=isbn:9781429916332&hl=&cd=1&source=gbs_api,the pout-pout fish
9.78E+12,"Arnie, the Doughnut",Henry Holt and Company (BYR),4/1/03,"A deliciously imaginative story about friendship_Êîfrom the author / illustrator of The Scrambled States of America. Arnie was fascinated as he watched the customers stream into the bakery. One by one, doughnuts were chosen, placed in paper bags, and whisked away with their new owners. Some went by the dozen in giant boxes. ""Good-bye!"" Arnie yelled to each doughnut. ""Have a good trip!"" ""This is so exciting!"" Arnie beamed. ""I wonder who will choose ME?"" At first glance, Arnie looks like an average doughnut_Êîround, cakey, with a hole in the middle, iced and sprinkled. He was made by one of the best bakeries in town, and admittedly his sprinkles are candy-colored. Still, a doughnut is just a doughnut, right? WRONG! Not if Arnie has anything to say about it. And, for a doughnut, he sure seems to have an awful lot to say. Can Arnie change the fate of all doughnuts_Êîor at least have a hand in his own future? Well, you'll just have to read this funny story and find out for yourself. This title has Common Core connections Arnie, the Doughnut is a 2004 Bank Street - Best Children's Book of the Year.",40,Juvenile Fiction,3.5,6,US,US,http://books.google.com/books/content?id=zQzOXLGijlwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=zQzOXLGijlwC&printsec=frontcover&dq=isbn:9781429940016&hl=&cd=1&source=gbs_api,arnie the doughnut
9.78E+12,Arthur's Nose,Paw Prints,7/10/09,A young aardvark who is ashamed of his nose decides to go to the doctor to change his appearance,NA,NA,3.5,4,US,US,http://books.google.com/books/content?id=3Er5PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=3Er5PgAACAAJ&dq=isbn:9781442046061&hl=&cd=1&source=gbs_api,arthur's nose
9.78E+12,Lost and Found,Simon and Schuster,4/17/12,"As two clever boys exploit a clerical oversight, each one discovers new perspectives on selfhood, friendship, and honesty. Identical twins Ray and Jay Grayson are moving to a new town. Again. But at least they_Ê_ll have each other_Ê_s company at their new school. Except, on the first day of sixth grade, Ray stays home sick, and Jay quickly discovers a major mistake: No one knows about his brother. Ray_Ê_s not on the attendance lists and doesn_Ê_t have a locker, or even a student folder. Jay decides that this lost information could be very_Ê_useful. And fun. Maybe even a little dangerous.",192,Juvenile Fiction,4,24,US,US,http://books.google.com/books/content?id=SiOcAnChztoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=SiOcAnChztoC&printsec=frontcover&dq=isbn:9781442406155&hl=&cd=1&source=gbs_api,lost and found
9.78E+12,"Good Dog, Carl",Simon & Schuster Books For Young Readers,8/31/10,Lively and unusual things happen when Carl the dog is left in charge of the baby.,40,Juvenile Fiction,4.5,33,US,US,http://books.google.com/books/content?id=1MK7RwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=1MK7RwAACAAJ&dq=isbn:9781442416604&hl=&cd=1&source=gbs_api,"good dog, carl"
9.78E+12,"Chicka Chicka 1, 2, 3",Simon and Schuster,11/23/10,"1 told 2 and 2 told 3, ""I'll race you to the top of the apple tree."" One hundred and one numbers climb the apple tree in this bright, rollicking, joyous book for young children. As the numerals pile up and bumblebees threaten, what's the number that saves the day? (Hint: It rhymes with ""hero."") Read and count and play and laugh to learn the surprising answer.",40,Juvenile Fiction,4,27,US,US,http://books.google.com/books/content?id=ttVVyAdK7l4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=ttVVyAdK7l4C&printsec=frontcover&dq=isbn:9781442424159&hl=&cd=1&source=gbs_api,chicka chicka 1-2-3
9.78E+12,The Keeping Quilt,Simon and Schuster,11/15/11,"A homemade quilt ties together the lives of six generations of the author's immigrant Jewish family, remaining a symbol of their enduring love and faith.",32,Juvenile Fiction,4,39,US,US,http://books.google.com/books/content?id=91bjvI3jmAUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=91bjvI3jmAUC&printsec=frontcover&dq=isbn:9781442449824&hl=&cd=1&source=gbs_api,the keeping quilt
9.78E+12,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Simon and Schuster,4/24/12,"He could tell it was going to be a terrible, horrible, no good, very bad day. He went to sleep with gum in his mouth and woke up with gum in his hair. When he got out of bed, he tripped over his skateboard and by mistake dropped his sweater in the sink while the water was running. He could tell it was going to be a terrible, horrible, no good, very bad day. It was a terrible, horrible, no good, very bad day. Nothing at all was right. Everything went wrong, right down to lima beans for supper and kissing on TV. What do you do on a day like that? Well, you may think about going to Australia. You may also be glad to find that some days are like that for other people too.",32,Juvenile Fiction,4,187,US,US,http://books.google.com/books/content?id=AGXinn6juRMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=AGXinn6juRMC&printsec=frontcover&dq=isbn:9781442463165&hl=&cd=1&source=gbs_api,"alexander and the terrible, horrible, no good, very bad day"
9.78E+12,Today I'll Be a Princess,Andrews McMeel Publishing,2/3/15,"Every little girl wants to be a princess, and every mom knows that the grass isn't always greener on the other side of the castle walls. With its colorful pictures, Today I'll Be a Princess will make both sides happy, encouraging hours of imaginative play. Our heroine imagines all sorts of advantages to being a princess, until she learns that princesses don't get to play in the mud. It's no contest, and the tiara is abandoned in favor of playtime outside.",12,Juvenile Fiction,NA,NA,US,US,http://books.google.com/books/content?id=8h0CBQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=8h0CBQAAQBAJ&printsec=frontcover&dq=isbn:9781449462864&hl=&cd=1&source=gbs_api,today i'll be a princess
9.78E+12,I Wish You More,Chronicle Books,3/31/15,"Some books are about a single wish. Some books are about three wishes. The infallible team of Amy Krouse Rosenthal and Tom Lichtenheld have combined their extraordinary talents to create this exuberant book of endless good wishes. Wishes for curiosity and wonder, for friendship and strength, laughter and peace. Whether celebrating life's joyous milestones, sharing words of encouragement, or observing the wonder of everyday moments, this sweet and uplifting book is perfect for wishers of every age. Plus, this is the fixed format version, which will look almost identical to the print version.",40,Juvenile Fiction,4.5,4,US,US,http://books.google.com/books/content?id=oOBwBgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=oOBwBgAAQBAJ&printsec=frontcover&dq=isbn:9781452150376&hl=&cd=1&source=gbs_api,i wish you more
9.78E+12,Brave Irene,"Farrar, Straus and Giroux (BYR)",7/30/13,"Brave Irene is Irene Bobbin, the dressmaker's daughter. Her mother, Mrs. Bobbin, isn't feeling so well and can't possibly deliver the beautiful ball gown she's made for the duchess to wear that very evening. So plucky Irene volunteers to get the gown to the palace on time, in spite of the fierce snowstorm that's brewing-- quite an errand for a little girl. But where there's a will, there's a way, as Irene proves in the danger-fraught adventure that follows. She must defy the wiles of the wicked wind, her most formidable opponent, and overcome many obstacles before she completes her mission. Surely, this winning heroine will inspire every child to cheer her on. William Steig's Brave Irene is a 1986 New York Times Book Review Best Illustrated Book of the Year. NARRATED by MERYL STREEP.",32,Juvenile Fiction,3.5,18,US,US,http://books.google.com/books/content?id=bUsTAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=bUsTAgAAQBAJ&printsec=frontcover&dq=isbn:9781466808485&hl=&cd=1&source=gbs_api,brave irene
9.78E+12,MVP,Simon and Schuster,5/8/18,"From New York Times bestselling author and ESPN Television personality Mike Greenberg, host of the new morning talk show Get Up, and his wife Stacy comes a heartwarming, silly tale about a dog and her human pal. And all the authors_Ê_ proceeds from this book are going to combat pediatric cancer! Phoebe is a dog with a pink tail. She lives with her family_Êîthe Man in the Box, the Lady who Feeds Her, the Baby, and her sister the Girl with Curly Hair. Phoebe_Ê_s favorite time of day is when she and her sister go to the park and play. But today things are a different. Can Phoebe convince her best friend to try something new? And can she show her that sometimes it_Ê_s okay not to be perfect? Phoebe and her sister learn that no matter what happens and no matter how many mistakes you make, your family will always be there for you. In 2013, Mike and Stacy created the Heidi_Ê_s Angels Foundation to fund cancer research. The authors will donate their proceeds from this book to Heidi_Ê_s Angels, to help fight pediatric cancer through its support of the V Foundation for Cancer Research.",32,Juvenile Fiction,NA,NA,US,US,http://books.google.com/books/content?id=iGBEDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=iGBEDwAAQBAJ&printsec=frontcover&dq=isbn:9781481489324&hl=&cd=1&source=gbs_api,mvp: most valuable puppy
9.78E+12,The Gruffalo's Child,Pan Macmillan,4/21/16,"""The Gruffalo said that no gruffalo shouldEver set foot in the deep dark wood.""But one wild and windy night the Gruffalo's child disobeys her father's warnings and ventures out into the snow. After all, the Big Bad Mouse doesn't really exist . . . does he?The Gruffalo's Child is the Number One best-selling, much-loved sequel to the worldwide picture-book phenomenon that is The Gruffalo. Julia Donaldson's trademark rhyming text and Axel Scheffler's brilliant, characterful illustrations combine once more to ensure that the Gruffalo's Child has followed firmly in her father's footsteps and that her story is one that children will ask for again, and again... and again! This edition features the classic story with a stunning redesigned cover and beautiful finish, making it a must-have addition to the bookshelves of all Donaldson and Scheffler fans - big and small!Also available with redesigned covers are The Gruffalo, Room on the Broom, The Snail and the Whale, The Smartest Giant in Town, Monkey Puzzle, Charlie Cook's Favourite Book, and A Squash and a Squeeze.",32,NA,3.5,9,US,US,http://books.google.com/books/content?id=JEvFDAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=JEvFDAAAQBAJ&dq=isbn:9781509804764&hl=&cd=1&source=gbs_api,the gruffalo's child
9.78E+12,Ten Little Ladybugs,Intervisual/Piggy Toes,6/1/07,"In Ten Little Ladybugs, one by one, ten tactile bugs disappear. Where did they all go? Young ones will love finding this out as they feel their way through the sturdy, colorful pages of this innovative book. The cute critters provide a hands-on learning experience and the rhyming text reinforces the counting concept. Interactive, educational, adorable - this magical countdown book adds up to a whole lot of fun. See why over 800,000 have been sold to date!",22,Juvenile Fiction,5,12,US,US,http://books.google.com/books/content?id=dus-GgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=dus-GgAACAAJ&dq=isbn:9781581175783&hl=&cd=1&source=gbs_api,ten little ladybugs
9.78E+12,Big Red Barn,Harper Collins,4/4/89,"By the big red barn In the great green field, There was a pink pig Who was learning to squeal. There were horses and sheep and goats and geese -- and a jaunty old scarecrow leaning on his hoe. And they all lived together by the big red barn. In joyous and exuberant Pictures, Felicia Bond lovingly evokes Margaret Wise Brown's simple, rhythmic text about the cycle of a day on a farm, where a family of animals peacefully plays and sleeps. There were horses and sheep and goats and geese -- and a jaunty old scarecrow leaning on his hoe. And they all lived together by the big red barn. In joyous and exuberant pictures, Felicia Bond lovingly evokes Margarett Wise Brown's simple, rhythmic text about the cycle of a day on a farm, where a family of animals peacefully plays and sleeps. ""Brown's melodic text is beguiling, while its subject'the big red barn that houses a menagerie of animals and their offspring'will have instant appeal to young children. Bond's newly added drawings have a simplicity that suits the story [about the cycle of a day on a farm]. A welcome reprise."" 'BL.",32,Juvenile Fiction,4.5,5,US,US,http://books.google.com/books/content?id=fNydlVCw040C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=fNydlVCw040C&printsec=frontcover&dq=isbn:9780060207489&hl=&cd=1&source=gbs_api,big red barn
9.78E+12,The Carrot Seed 60th Anniversary Edition,Harper Collins,5/23/45,"When a little boy plants a carrot seed, everyone tells him it won't grow. But when you are very young, there are some things that you just know, and the little boy knows that one day a carrot will come up. So he waters his seed, and pulls the weeds, and he waits ... First published in 1945 and never out of print, this timeless combination of Ruth Krauss's simple text and Crockett Johnson's eloquent illustrations creates a triumphant and deeply satisfying story for readers of all ages.",32,Juvenile Fiction,3.5,13,US,US,http://books.google.com/books/content?id=PFvBvtifZrwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=PFvBvtifZrwC&printsec=frontcover&dq=isbn:9780060233501&hl=&cd=1&source=gbs_api,the carrot seed
9.78E+12,The Runaway Bunny,Harper Collins,1/18/05,"A little bunny keeps runningaway from his mother in an imaginative and imaginary game of verbal hide-and-seek; children will be profoundly comforted by this lovingly steadfast mother who finds her child every time. The Runaway Bunny, first published in 1942 and never out of print, has indeed become a classic. Generations of readers have fallen in love with the gentle magic of its reassuring words and loving pictures.",48,Juvenile Fiction,2.5,17,US,US,http://books.google.com/books/content?id=Kr3QSOrKoGYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=Kr3QSOrKoGYC&printsec=frontcover&dq=isbn:9780060775827&hl=&cd=1&source=gbs_api,the runaway bunny
9.78E+12,Goodnight Moon,HarperCollins,11/8/16,"Share this timeless classic with a new generation of readers! In a great green room, tucked away in bed, is a little bunny. ""Goodnight room, goodnight moon."" And to all the familiar things in the softly lit room_Êîto the picture of the three little bears sitting on chairs, to the clocks and his socks, to the mittens and the kittens, to everything one by one_Êîthe little bunny says goodnight. In this classic of children's literature, beloved by generations of readers and listeners, the quiet poetry of the words and the gentle, lulling illustrations combine to make a perfect book for the end of the day.",32,Juvenile Fiction,4,196,US,US,http://books.google.com/books/content?id=dJNoDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=dJNoDQAAQBAJ&printsec=frontcover&dq=isbn:9780062662897&hl=&cd=1&source=gbs_api,goodnight moon
9.78E+12,The Grouchy Ladybug,Harper Collins,8/16/96,"It's the Grouchy Ladybug's 20th birthday. To celebrate, we are introducing a new, larger format edition with brighter, more colorful pages created from Eric Carle's original artwork using the latest reproduction technology. The Grouchy Ladybug is bigger and brigher, as irascible but irresistable as ever and will surely delight new generations of readers, as well as her devoted fans of all ages. Happy Birthday, Grouchy Ladybug!",48,Juvenile Fiction,4,84,US,US,http://books.google.com/books/content?id=0dXL2Cysc-QC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=0dXL2Cysc-QC&printsec=frontcover&dq=isbn:9780064434508&hl=&cd=1&source=gbs_api,the grouchy ladybug
9.78E+12,The Monster at the End of this Book,NA,2017,Grover worries about meeting the monster at the end of this book.,NA,Grover (Fictitious character : Henson),5,2,US,US,http://books.google.com/books/content?id=rmx9tgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=rmx9tgEACAAJ&dq=isbn:9780375976506&hl=&cd=1&source=gbs_api,the monster at the end of this book
9.78E+12,The Little House,Houghton Mifflin Harcourt,1969,"A country house is unhappy when the city, with all its buildings and traffic, grows up around her.",40,Juvenile Fiction,4,56,US,US,http://books.google.com/books/content?id=toD6rw6PpnEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=toD6rw6PpnEC&printsec=frontcover&dq=isbn:9780395181560&hl=&cd=1&source=gbs_api,the little house
9.78E+12,The Very Hungry Caterpillar,NA,1969,"Follows the progress of a hungry little caterpiller as he eats his way through a varied and very large quantity of food until, full at last, he forms a cocoon around himself and goes to sleep.",20,Butterflies,4,108,US,US,http://books.google.com/books/content?id=9kl_ZwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=9kl_ZwEACAAJ&dq=isbn:9780399255564&hl=&cd=1&source=gbs_api,the very hungry caterpillar
9.78E+12,The Napping House,Houghton Mifflin Harcourt,9/9/14,"Delightful cumulative rhyme leads up to the consequences of piling too many sleepy people and animals in a cozy bed. _Ê_Don Wood_Ê_s paintings endow Audrey_Ê_s familiar plot with beauty and newness, conveying atmosphere as well as illustrating the story._Êù--Publishers Weekly",32,Juvenile Fiction,4.5,24,US,US,http://books.google.com/books/content?id=onNjBwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=onNjBwAAQBAJ&printsec=frontcover&dq=isbn:9780547848488&hl=&cd=1&source=gbs_api,the napping house
9.78E+12,If You Give a Mouse a Cookie,Scholastic Paperbacks,6/1/88,"If you give a mouse a cookie, he's going to ask for a glass of milk and that's only the beginning!",19,Juvenile Fiction,4,168,US,US,http://books.google.com/books/content?id=h-YKhhYpTzIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=h-YKhhYpTzIC&dq=isbn:9780590402330&hl=&cd=1&source=gbs_api,if you give a mouse a cookie
9.78E+12,The Snowy Day,Penguin,2012,The adventures of a little boy in the city on a very snowy day. On board pages.,32,Juvenile Fiction,4,198,US,US,http://books.google.com/books/content?id=Hu4iDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=Hu4iDAAAQBAJ&printsec=frontcover&dq=isbn:9780670013258&hl=&cd=1&source=gbs_api,the snowy day
9.78E+12,Harold and the Purple Crayon,Perfection Learning,5/1/81,"First published in 1955, this classic tells the story of young Harold, whose purple crayon and his imagination take him on wonderful adventures. Full color.",64,Juvenile Fiction,4,60,US,US,http://books.google.com/books/content?id=W38uPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=W38uPwAACAAJ&dq=isbn:9780812432435&hl=&cd=1&source=gbs_api,harold and the purple crayon
9.78E+12,Mama Don't Allow,Turtleback,1985-07,"Miles teams up with three other musicians to form the Swamp Band, in a tale inspired by an American folksong.",NA,Juvenile Fiction,3.5,2,US,US,http://books.google.com/books/content?id=yMkCAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=yMkCAAAACAAJ&dq=isbn:9780808536987&hl=&cd=1&source=gbs_api,mama don't allow
9.78E+12,Alligator Pie,HarperCollins,10/28/14,"A slice of Alligator Pie_Êîsized for little ones! One of the best loved Canadian poems of all time, _Ê_Alligator Pie_Êù established Dennis Lee_Ê_s reputation as _Ê_Canada_Ê_s Father Goose_Êù when it appeared in his classic poetry collection of the same name in 1974. Now Lee's timeless rhyme is paired with striking artwork by Sandy Nichols, winner of a nationwide competition to find the perfect illustrator for the iconic poem. This special 40th anniversary edition will stand up to re-readings for years to come and is a must-have for every baby and preschooler's library.",13,Juvenile Nonfiction,NA,NA,US,US,http://books.google.com/books/content?id=kArNBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=kArNBAAAQBAJ&printsec=frontcover&dq=isbn:9781443442152&hl=&cd=1&source=gbs_api,alligator pie
9.78E+12,Animals,Dk Pub,2008-01,"Invites young readers to feel the textures of animals, including puppies, elephants, starfish, and snails. On board pages.",14,Juvenile Nonfiction,NA,NA,US,US,http://books.google.com/books/content?id=4eL7QwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=4eL7QwAACAAJ&dq=isbn:9780756634681&hl=&cd=1&source=gbs_api,baby touch and feel: animals
9.78E+12,Belly Button Book!,Workman Publishing Company,2011-10,Hippopotamuses celebrate their belly buttons.,24,Juvenile Fiction,4.5,39,US,US,http://books.google.com/books/content?id=AEieKQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=AEieKQEACAAJ&dq=isbn:9780761166184&hl=&cd=1&source=gbs_api,belly button book
9.78E+12,Richard Scarry's Cars and Trucks and Things that Go,Golden Books,1974,On their way to the beach for a picnic the Pig family encounters almost every kind of transportation vehicle imaginable--and imaginary.,69,Juvenile Nonfiction,4.5,5,US,US,http://books.google.com/books/content?id=tmZeR-bJ53QC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=tmZeR-bJ53QC&printsec=frontcover&dq=isbn:9780307157850&hl=&cd=1&source=gbs_api,cars and trucks and things that go
9.78E+12,Chugga Chugga Choo-Choo Board Book,Hyperion,3/1/01,"A rhyming story about a toy freight train's day, from loading freight in the morning to retiring to the roundhouse after the day's work is done. On board pages.",32,Juvenile Fiction,NA,NA,US,US,http://books.google.com/books/content?id=tINTnwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=tINTnwEACAAJ&dq=isbn:9780786807604&hl=&cd=1&source=gbs_api,chugga-chugga choo-choo
9.78E+12,"Click, Clack, Moo",Simon and Schuster,12/13/16,"New York Times bestselling duo Doreen Cronin and Betsy Lewin_Ê_s Caldecott Honor_Ê_winning book is now available as a Level 2 Ready-to-Read! Farmer Brown has a problem. His cows like to type. All day long he hears: Click, clack, moo. Click, clack, moo. Click, clack, moo. But Farmer Brown_Ê_s problems REALLY begin when his cows start leaving him notes! Come join the fun as a bunch of literate cows turn Farmer Brown_Ê_s farm upside-down!",32,Juvenile Fiction,4.5,12,US,US,http://books.google.com/books/content?id=nbepDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=nbepDQAAQBAJ&printsec=frontcover&dq=isbn:9781481465403&hl=&cd=1&source=gbs_api,"click, clack, moo: cows that type"
9.78E+12,Don't Let the Pigeon Drive the Bus!,Hyperion,4/1/03,"When a bus driver takes a break from his route, a very unlikely volunteer springs up to take his place-a pigeon! But you've never met one like this before. As he pleads, wheedles, and begs his way through the book, children will love being able to answer back and decide his fate. In his hilarious picture book debut, popular cartoonist Mo Willems perfectly captures a preschooler's temper tantrum.",40,Juvenile Fiction,4,166,US,US,http://books.google.com/books/content?id=bNsXuQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=bNsXuQEACAAJ&dq=isbn:9780786819881&hl=&cd=1&source=gbs_api,don't let the pigeon drive the bus
9.78E+12,Today I Will Fly! (An Elephant and Piggie Book),Hyperion,3/13/07,"Gerald is careful. Piggie is not. Piggie cannot help smiling. Gerald can. Gerald worries so that Piggie does not have to. Gerald and Piggie are best friends./DIVDIV Today, I Will Fly! is the funny introduction to the characters. Piggie is determined to fly. But Gerald the elephant knows that's impossible--isn't it?",64,Juvenile Fiction,2,1,US,US,http://books.google.com/books/content?id=9DdeugEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=9DdeugEACAAJ&dq=isbn:9781423102953&hl=&cd=1&source=gbs_api,elephant and piggy: today i will fly!
